# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BCUS98147|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00181118 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Folklore.|120
BCES00050|01.10|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCAS25016|01.00|60|untested|ncl|Unlock FPS v01.04 (RPCS3)|RPCS3 converted USERLIST|0 0039E284 447A0000;0 002CAE2C 461C4000;0 0083B2CC 42700000;0 002CADD8 60000000;0 002C537E 93CC;0 002CAEC6 93CC;0 002CAF6E 93CC;0 003EF71A 93CC|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: God Of War Ascension.|120
BCES01741|01.00|60|untested|ncl|Unlock FPS v01.04 (RPCS3)|RPCS3 converted USERLIST|0 0039E284 447A0000;0 002CAE2C 461C4000;0 0083B2CC 42700000;0 002CADD8 60000000;0 002C537E 93CC;0 002CAEC6 93CC;0 002CAF6E 93CC;0 003EF71A 93CC|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: God Of War Ascension.|120
BCUS98232|01.00|60|untested|ncl|Unlock FPS v01.04 (RPCS3)|RPCS3 converted USERLIST|0 0039E284 447A0000;0 002CAE2C 461C4000;0 0083B2CC 42700000;0 002CADD8 60000000;0 002C537E 93CC;0 002CAEC6 93CC;0 002CAF6E 93CC;0 003EF71A 93CC|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: God Of War Ascension.|120
BCES00569|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008CFFB4 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BCUS98114|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008CFFB4 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BCES00569|01.09|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 008CFFB4 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BCUS98114|01.09|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 008CFFB4 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BCES00569|01.09|60|untested|ncl|Unlock FPS v01.13 (RPCS3)|RPCS3 converted USERLIST|0 00A0F640 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BCUS98114|01.09|60|untested|ncl|Unlock FPS v01.13 (RPCS3)|RPCS3 converted USERLIST|0 00A0F640 38800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Gran Turismo 5.|120
BLES00229|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00F18840 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
BLES00258|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00F18840 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
BLES00229|01.01|60|untested|ncl|Unlock FPS v01.08 (RPCS3)|RPCS3 converted USERLIST|0 00F18840 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
BLUS30127|01.01|60|untested|ncl|Unlock FPS v01.08 (RPCS3)|RPCS3 converted USERLIST|0 00F18840 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
BLUS30127|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00F18830 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
NPEB00882|01.09|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00F18840 00000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Grand Theft Auto IV.|120
BLJM61079|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00041F40 3F800000;0 006A48F6 0001;0 006A4916 0001;0 006A493A 0001;0 006A495E 0001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Hatsune Miku Project Diva F 2nd.|120
BLJM61079|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00041F40 3F800000;0 006A48F6 0001;0 006A4916 0001;0 006A493A 0001;0 006A495E 0001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Hatsune Miku Project Diva F 2nd.|120
BLUS31431|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000423C8 3F800000;0 006AF44E 0001;0 006AF46E 0001;0 006AF492 0001;0 006AF4B6 0001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Hatsune Miku Project Diva F 2nd.|120
NPEB02013|01.00|60|untested|ncl|60 FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 000423C8 3F800000;0 006AF44E 0001;0 006AF46E 0001;0 006AF492 0001;0 006AF4B6 0001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Hatsune Miku Project Diva F 2nd.|120
BLJM60527|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00BF22FC 3F800000;0 00586202 0001;0 00586226 0001;0 0058656E 0001;0 00586596 0001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Hatsune Miku Project Diva F.|120
BLES00157|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0068D0E8 38000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Haze.|120
BLES00169|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0068D0E8 38000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Haze.|120
BLUS30094|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0068D0E8 38000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Haze.|120
BLES00962|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 007EEAB8 28030001;0 007EEC08 38800001;0 007EEC60 28030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Homefront.|120
NPEB00476|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0074BCD4 60000000;0 0074BBFC 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: I Am Alive.|120
BLES00142|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00B06470 3C88AB86|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: I Simpson Il Videogioco.|120
NPUA80638|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLJS10318|01.00|60|untested|ncl|60 FPS v01.05 (RPCS3)|RPCS3 converted USERLIST|0 0236FEF0 3F000000;0 02370360 3F000000;0 023AED1C 3F000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: JoJo No Kimyou Na Bouken Eyes Of Heaven.|120
BLJS10318|01.02|60|untested|ncl|60 FPS v01.05 (RPCS3)|RPCS3 converted USERLIST|0 0236FEF0 3F000000;0 02370360 3F000000;0 023AED1C 3F000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: JoJo No Kimyou Na Bouken Eyes Of Heaven.|120
BLES00517|01.02|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0035D3E4 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Just Cause 2.|120
BLUS30400|01.02|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0035D3E4 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Just Cause 2.|120
BLES00517|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0035D3E4 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Just Cause 2.|120
BLUS30400|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0035D3E4 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Just Cause 2.|120
BLJS10220|01.01|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 001B5EF4 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War.|120
BLJS10220|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001B5EF4 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War.|120
BLJS10319|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0018AE24 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis.|120
NPJB00758|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0018AE24 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis.|120
BLJS10319|01.04|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0018E964 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis.|120
NPJB00758|01.04|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0018E964 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis.|120
BLJS10324|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0018DF54 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis Memorial TV Sound Edition.|120
BLJS10324|01.04|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00191B3C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War Genesis Memorial TV Sound Edition.|120
BLJS10262|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00244D6C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War II.|120
BLJS10263|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0024744C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kamen Rider Battride War II Premium TV Movie Sound Edition.|120
BLES01856|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00950F20 60000000;0 00950F80 60000000;0 00950F84 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killer Is Dead.|120
BLES01856|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00950F20 60000000;0 00950F80 60000000;0 00950F84 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killer Is Dead.|120
BLJS10215|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00950F10 60000000;0 00950F70 60000000;0 00950F74 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killer Is Dead.|120
BLUS31186|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00950F10 60000000;0 00950F70 60000000;0 00950F74 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killer Is Dead.|120
BCES00081|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00048F98 38800001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killzone 2.|120
BCUS98116|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00048F98 38800001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killzone 2.|120
NPEA00418|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 002125A4 3CA03F00;0 002192F8 3CA03F00|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Killzone.|120
BLES01897|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00036870 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdom Hearts 1.5 HD ReMIX.|120
BLUS31212|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00036870 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdom Hearts 1.5 HD ReMIX.|120
BLES02070|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00076850 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdom Hearts 2.5 HD ReMIX.|120
BLES02070|*|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00076850 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdom Hearts 2.5 HD ReMIX.|120
BLUS31460|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00076850 38600000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdom Hearts 2.5 HD ReMIX.|120
BLES01251|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001242F8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdoms Of Amalur Reckoning.|120
BLUS30710|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001242F8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdoms Of Amalur Reckoning.|120
BLES01251|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00124B88 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdoms Of Amalur Reckoning.|120
BLUS30710|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00124B88 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Kingdoms Of Amalur Reckoning.|120
BLES00405|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0075F200 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Legendary.|120
BLES01525|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00932F2C 60000000;0 00932F8C 60000000;0 00932F90 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw.|120
BLES01525|01.01|60|untested|ncl|Unlock FPS (PSXPlace) [Tested]|RPCS3 converted USERLIST|0 008F8908 28030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw PE.|120
BLUS30917|01.01|60|untested|ncl|Unlock FPS (PSXPlace) [Tested]|RPCS3 converted USERLIST|0 008F8908 28030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw PE.|120
BLES01525|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00932F2C 60000000;0 00932F8C 60000000;0 00932F90 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw PE.|120
BLUS30917|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00932F2C 60000000;0 00932F8C 60000000;0 00932F90 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw PE.|120
BLJS10125|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 009332E4 60000000;0 00933344 60000000;0 00933348 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lollipop Chainsaw PE.|120
BLES02197|01.02|60|untested|ncl|60 FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00170CC8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Dimension.|120
BLJM61166|01.02|60|untested|ncl|60 FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00170CC8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Dimension.|120
BLUS31554|01.02|60|untested|ncl|60 FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00170CC8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Dimension.|120
BLUS31554|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00170CC8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Dimension.|120
BLUS31020|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0078008C 28030000;0 007801CC 28040000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Planet 3.|120
BLUS31020|01.00|60|untested|ncl|Unlock FPS v01.02 (RPCS3)|RPCS3 converted USERLIST|0 002FF5F0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lost Planet 3.|120
BLUS30640|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00426528 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lucha Libre AAA.|120
BLUS30640|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00426618 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Lucha Libre AAA.|120
NPEA00366|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 003AFF38 3C803C88|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Malicious.|120
BLES00546|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0096C3EC 39600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Marvel Ultimate Alliance 2.|120
BLUS30294|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0096C3EC 39600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Marvel Ultimate Alliance 2.|120
BLUS30294|01.02|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01133|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002FAAB8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 2.|120
BLUS30650|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002FAAB8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 2.|120
BLES01462|01.00|60|untested|ncl|Unlock FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLES01462|01.05|60|untested|ncl|Unlock FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLES01462|01.07|60|untested|ncl|Unlock FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLUS30853|01.00|60|untested|ncl|Unlock FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLUS30853|01.05|60|untested|ncl|Unlock FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLUS30853|01.07|60|untested|ncl|Unlock FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLUS30853|01.09|60|untested|ncl|Unlock FPS v01.10 (RPCS3)|RPCS3 converted USERLIST|0 002A9928 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Mass Effect 3.|120
BLES00246|02.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLJM67001|02.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 000DB720 4E800020|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Metal Gear Solid 4 Guns Of The Patriots.|120
BLES00246|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 000DB720 4E800020|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Metal Gear Solid 4 Guns Of The Patriots.|120
BLUS30109|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 000DB720 4E800020|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Metal Gear Solid 4 Guns Of The Patriots.|120
BLJM67001|01.03|60|untested|ncl|Unlock FPS v02.00 (RPCS3)|RPCS3 converted USERLIST|0 000DB720 4E800020|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Metal Gear Solid 4 Guns Of The Patriots.|120
NPUB31633|02.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000D9FE0 4E800020|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Metal Gear Solid 4 Guns Of The Patriots.|120
BCES00484|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 005EE690 38800001;0 005EE42C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Apocalypse.|120
BCES00484|01.02|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 005EE690 38800001;0 005EE42C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Apocalypse.|120
BCES01104|01.02|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 005EE690 38800001;0 005EE42C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Apocalypse.|120
BCUS98242|01.02|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 005EE690 38800001;0 005EE42C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Apocalypse.|120
BCUS98155|01.02|60|untested|ncl|60 FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00435D1C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Pacific Rift.|120
BCUS98155|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00435D1C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: MotorStorm Pacific Rift.|120
BLJS10273|01.01|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00357698 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Natsuiro High School Seishun Hakusho.|120
BLES01894|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 01861F80 404E0000;0 01861F88 3F911111|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Rivals.|120
BLES01894|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00307F38 3F91;0 00307F30 404E;0 00308078 3F91;0 00308070 404E;0 01841CF8 3F91;0 01841D00 404E;0 01841D08 3F91;0 0125E5C6 4270;0 003080B0 3BC0003C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Rivals.|120
BLES01066|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009FB928 4280001C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Shift 2 Unleashed.|120
BLUS30580|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009FB928 4280001C|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Shift 2 Unleashed.|120
BLES00682|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0089AF64 38000000;0 008A4850 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Shift.|120
BLUS30391|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0089AF64 38000000;0 008A4850 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Need For Speed Shift.|120
BLES01303|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 005261C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: NeverDead.|120
BLUS30654|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 005261C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: NeverDead.|120
BLES00826|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00F7C3B8 386001F5;0 00711B50 489C3EF1;0 010D5A40 7CCC42E6;0 010D5A44 3CA0010E;0 010D5A48 60A523C8;0 010D5A4C 7C85202A;0 010D5A50 F8C50000;0 010D5A54 7CC43050;0 010D5A58 F8C50080;0 010D5A5C CBA50080;0 010D5A60 FFA0EE9C;0 010D5A64 FFA0E818;0 010D5A68 3C80010D;0 010D5A6C 60845A40;0 010D5A70 C384003C;0 010D5A74 EC3DE024;0 010D5A78 4E800020;0 010D5A7C 4C989680|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Nier.|120
